48.2125,nan,nan,nan,11.1675,39.7525,nan,24.21
42.8575,22.625,12.6775,nan,15.09,57.4725,209.2075,nan
38.9725,20.855,12.1325,96.5025,12.44,53.3225,182.03,24.2475
nan,23.65,nan,nan,13.585,nan,167.5825,24.585
43.585,24.58,13.8325,104.0675,13.165,57.6675,185.75,24.3075
nan,24.15,nan,119.965,15.8325,58.665,152.415,26.1825
31.2525,22.4325,nan,109.0325,12.835,45.25,151.3325,nan
31.9675,24.005,11.0025,139.185,nan,54.0825,173.25,24.815
34.3925,23.0175,12.75,nan,14.165,57.165,186.5825,nan
26.0,nan,10.7475,nan,12.665,58.5,185.415,nan
53.2725,23.6825,nan,nan,13.915,nan,217.585,26.625
nan,nan,nan,nan,nan,nan,nan,nan
nan,22.175,12.5025,152.9325,13.9175,54.75,220.0,nan
nan,22.17,10.8325,124.5825,13.835,nan,nan,28.275
45.4375,22.765,nan,120.85,13.165,51.5825,nan,23.925
29.3575,nan,nan,nan,12.0,52.0,132.8325,24.59
54.6125,23.3625,nan,164.1325,15.415,63.835,214.25,26.7575
nan,nan,13.585,111.135,15.2525,nan,223.67,nan
nan,22.1525,11.835,111.665,nan,62.0,192.665,24.03
nan,19.905,nan,105.09,13.7475,66.7925,212.3775,25.75
nan,20.605,14.25,105.775,12.9975,51.9175,nan,nan
35.62,20.615,13.0,111.935,nan,60.665,nan,24.985
55.1525,19.6825,nan,114.2,13.125,nan,nan,nan
51.2575,23.76,nan,113.5,12.085,48.4975,171.8325,24.8325
41.21,20.6775,14.08,112.615,12.92,nan,230.75,nan
34.115,21.49,10.835,112.7575,14.75,61.75,199.5825,24.89
38.4775,24.6125,9.25,121.725,nan,68.3325,230.335,23.89
nan,18.49,nan,111.6175,13.5,59.6675,nan,25.025
32.8075,nan,12.165,nan,12.2475,60.5825,167.585,nan
nan,25.205,10.085,nan,nan,63.6675,nan,nan
nan,nan,13.6675,nan,11.665,45.6675,nan,22.625
22.9375,21.17,nan,131.1575,10.915,40.415,nan,25.1175
nan,nan,nan,111.375,12.75,56.8325,188.6675,nan
32.31,23.875,nan,124.5925,11.5,51.5,142.585,28.315
14.5325,nan,nan,116.25,10.585,nan,101.6675,nan
32.3825,22.395,10.835,119.45,13.3325,55.4175,nan,nan
38.1225,23.5075,14.335,113.765,nan,48.6675,nan,nan
39.2825,22.2775,10.1675,nan,nan,47.585,187.335,23.5175
29.1025,nan,15.0825,99.2,12.0,nan,138.2475,nan
45.445,23.415,15.085,nan,11.1675,nan,160.835,25.995
nan,22.9625,14.665,99.65,nan,54.4175,171.415,25.2575
nan,22.0425,nan,nan,13.4175,59.3325,165.5,26.7425
46.245,nan,10.165,157.9325,nan,57.2475,211.915,25.86
44.76,24.2825,12.9175,114.7925,13.5,50.0,nan,23.635
nan,23.2625,nan,118.5075,14.585,nan,207.0025,24.79
36.5375,23.3975,9.665,126.19,11.8325,nan,230.0,24.485
32.1025,nan,10.665,nan,13.75,50.3325,nan,25.2675
nan,nan,12.335,114.135,15.5,68.0,nan,26.11
30.745,24.245,11.17,nan,13.915,50.7525,189.3325,24.2325
44.81,nan,13.335,nan,12.5825,47.1675,172.835,22.95
42.3575,22.83,nan,159.465,12.9175,nan,180.6675,23.9175
44.1175,nan,nan,114.4675,nan,63.5825,257.4175,23.3675
43.9025,21.33,12.335,113.155,12.3325,nan,181.165,24.7925
nan,24.97,12.6675,124.41,12.5825,49.415,172.0,nan
37.505,24.2375,10.9175,nan,12.75,nan,nan,nan
nan,nan,nan,137.5,nan,55.0825,nan,28.4325
nan,25.3875,nan,nan,14.835,49.0025,nan,25.3325
38.25,nan,10.75,117.7825,13.665,50.9175,182.8325,nan
11.4975,20.3025,nan,108.7325,14.3325,nan,nan,24.8925
45.5,24.495,11.75,nan,nan,nan,nan,29.315
49.1,23.1775,15.415,136.49,13.25,47.165,192.5025,27.6825
nan,22.955,9.835,nan,12.5,nan,nan,nan
30.3425,nan,10.125,143.425,nan,nan,173.125,23.4825
33.925,22.505,11.8325,158.6825,12.835,47.835,nan,nan
nan,21.08,14.7475,116.51,13.835,62.25,226.6675,25.54
nan,21.5775,16.0825,119.8,15.165,58.9975,222.4175,25.575
40.945,nan,nan,122.9,16.75,61.75,nan,24.75
